Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRB01,OUT019,479.40717
NCC43,OUT027,6477.0474
FDX13,OUT019,713.6898
FDM22,OUT049,860.44977
FDJ03,OUT027,1386.8953
FDU14,OUT018,3533.643
FDB33,OUT010,381.17816
FDP27,OUT046,3106.8975
FDO38,OUT010,208.72702
FDE28,OUT027,6291.904
FDO27,OUT035,1545.0292
DRL23,OUT027,2702.7083
FDS28,OUT046,894.53937
FDX24,OUT013,1513.2167
FDZ02,OUT035,1625.1293
FDL46,OUT045,1912.9382
FDS60,OUT027,4689.919
NCO06,OUT017,614.5329
FDO16,OUT035,1374.2094
FDC60,OUT049,1374.2094
FDA48,OUT018,3027.7273
FDZ36,OUT027,5265.398
FDK27,OUT045,2058.695
FDW23,OUT018,526.3766
FDM14,OUT018,1427.0107
FDM14,OUT013,1638.5037
FDW60,OUT018,2638.1572
FDE21,OUT013,1937.3335
NCM42,OUT035,1684.7164
FDY59,OUT010,254.19116
DRI49,OUT049,1309.574
FDT28,OUT019,350.97498
FDQ22,OUT018,595.69275
FDR60,OUT049,1309.574
FDC50,OUT019,254.19116
FDV24,OUT013,2438.0315
DRF48,OUT010,494.69385
FDQ47,OUT046,628.81793
DRN36,OUT049,1513.2167
NCY06,OUT035,2080.82
FDE52,OUT035,1516.4298
NCB54,OUT045,2034.6055
NCF31,OUT035,2484.2444
FDJ08,OUT027,5023.56
NCC07,OUT017,1684.7164
NCD19,OUT027,1700.4009
FDL46,OUT049,1912.9382
FDM20,OUT045,3875.4758
NCI06,OUT010,448.52136
DRM11,OUT035,4115.793
NCH07,OUT018,2404.661
FDS23,OUT013,2119.666
FDO49,OUT018,710.9904
FDS35,OUT049,1075.1151
DRK39,OUT045,1309.574
DRI39,OUT049,897.423
FDV04,OUT017,2687.4824
NCN14,OUT035,3171.8625
FDH08,OUT013,3996.297
FDS20,OUT046,3247.477
FDV40,OUT049,1158.3679
FDZ48,OUT010,319.47763
FDS24,OUT027,2438.1797
FDK44,OUT049,2875.65
FDS48,OUT045,2438.0315
FDK26,OUT010,479.40717
FDD23,OUT045,3195.5547
NCH54,OUT017,2641.2852
NCP14,OUT010,301.44382
FDM60,OUT010,54.87482
FDV24,OUT017,2438.0315
FDH08,OUT018,3284.6575
FDS12,OUT027,3302.4045
FDR39,OUT027,4799.6807
FDP12,OUT027,980.7375
DRF60,OUT027,5787.3335
FDC09,OUT035,1688.1858
FDF50,OUT018,2691.9963
FDG28,OUT035,4001.5508
NCE19,OUT017,894.53937
NCM53,OUT010,314.34915
NCN18,OUT049,1782.0226
FDF32,OUT035,3089.0457
FDF11,OUT013,3910.803
DRI59,OUT049,3646.882
NCG54,OUT035,2727.7764
FDM44,OUT046,1670.3162
FDT57,OUT018,3309.2756
FDV24,OUT046,2438.0315
FDI50,OUT019,578.4502
FDS09,OUT035,772.5611
NCC31,OUT027,3821.2043
FDQ07,OUT019,586.34863
FDC22,OUT017,3195.5547
FDZ56,OUT046,2744.908
FDZ40,OUT019,150.34781
FDS46,OUT027,3054.886
DRD24,OUT045,2161.2195
FDV45,OUT017,3132.402
FDL26,OUT045,2438.0315
FDA56,OUT018,1790.332
FDN27,OUT046,1866.7255
FDM20,OUT049,3927.9346
FDO16,OUT017,1341.3865
FDL03,OUT035,3195.5547
FDE58,OUT046,1912.9382
FDI02,OUT027,3054.886
NCC55,OUT019,54.87482
FDR03,OUT018,3086.753
FDB14,OUT017,1625.1293
FDR45,OUT013,4001.5508
NCN07,OUT017,2119.666
FDM51,OUT019,347.89853
FDT52,OUT027,6334.2476
FDL26,OUT046,2438.0315
NCZ42,OUT046,3927.9346
DRI47,OUT019,347.96906
FDW40,OUT013,2241.023
FDN34,OUT046,2790.929
FDS01,OUT035,2901.3403
NCG55,OUT045,1912.9382
FDC11,OUT035,1374.2094
FDX35,OUT018,3284.6575
NCB06,OUT046,2578.117
FDR09,OUT019,675.2998
FDC53,OUT017,1545.0292
FDY45,OUT013,4175.963
FDA22,OUT010,407.71368
FDE02,OUT035,1513.2167
FDW21,OUT045,1673.7855
FDV34,OUT046,1142.842
FDS59,OUT049,1684.7164
NCW17,OUT017,2034.6055
NCK54,OUT046,1912.9382
FDG17,OUT019,523.15155
FDG35,OUT017,2921.671
FDD08,OUT010,40.15562
NCO07,OUT017,3632.391
FDJ10,OUT010,339.02606
FDW36,OUT017,1638.5037
FDW21,OUT010,301.44382
FDY19,OUT017,1912.9382
DRE03,OUT013,775.4447
NCC55,OUT049,670.03644
FDH52,OUT010,156.02989
FDO09,OUT017,4278.2754
FDU43,OUT045,4001.5508
FDX09,OUT010,458.01642
FDH40,OUT019,221.36841
FDW58,OUT017,1684.7164
FDC47,OUT017,3905.5493
NCR41,OUT035,1513.2167
DRG49,OUT035,3910.803
FDC52,OUT027,3821.2043
FDY13,OUT046,1145.7257
FDY35,OUT013,674.98114
FDI35,OUT017,3171.8625
NCU18,OUT049,2185.0625
FDY33,OUT018,2246.0361
FDC15,OUT027,4076.2058
FDU01,OUT049,3149.5337
NCU42,OUT046,2744.908
NCV29,OUT018,2593.877
NCY30,OUT017,3171.8625
FDQ46,OUT049,1866.0273
FDG58,OUT027,3821.2043
FDK33,OUT017,3512.6956
NCD07,OUT045,1912.9382
NCX29,OUT027,3784.7551
NCT42,OUT013,2531.3801
DRN59,OUT035,772.5611
FDI44,OUT035,1322.2162
FDA45,OUT049,2915.47
FDP31,OUT045,1072.2314
FDY01,OUT046,1912.9382
FDT09,OUT018,1771.2356
DRH03,OUT027,2550.0254
FDA36,OUT018,2718.197
NCF31,OUT017,2484.2444
FDG14,OUT049,2501.376
FDG28,OUT027,6298.92
FDU14,OUT049,4147.151
FDY47,OUT019,381.79214
FDI56,OUT049,1422.9607
DRD01,OUT013,897.423
FDM22,OUT046,894.53937
FDH33,OUT013,666.4933
DRZ24,OUT013,1912.9382
NCQ38,OUT046,1638.5037
FDO16,OUT027,2300.498
FDU07,OUT027,3805.1875
NCB07,OUT013,3195.5547
FDU48,OUT045,2073.4531
NCM43,OUT045,2641.2852
FDR31,OUT010,290.61865
DRK49,OUT018,604.38184
NCI30,OUT010,534.735
DRD60,OUT017,2998.2715
NCG19,OUT046,3892.2788
FDH12,OUT035,1638.5037
FDM32,OUT035,1545.0292
FDM27,OUT035,2513.182
NCU53,OUT027,4093.1611
NCQ18,OUT046,1630.759
FDS10,OUT013,2961.491
FDB33,OUT027,4095.0867
FDI12,OUT013,1342.3969
NCW42,OUT013,3767.06
NCC06,OUT018,1844.9602
FDW02,OUT017,2173.1875
NCD43,OUT017,1684.7164
FDM57,OUT018,1069.3274
FDA58,OUT017,3875.1472
FDK56,OUT046,3149.5337
FDP52,OUT045,3996.297
FDW20,OUT018,1790.332
FDS52,OUT049,1645.5427
NCT29,OUT018,1588.2756
NCL54,OUT013,2921.671
FDC05,OUT045,3106.9788
FDF34,OUT035,3195.5547
FDP03,OUT027,3250.9553
FDD32,OUT010,221.36841
FDZ10,OUT045,2080.82
FDZ40,OUT035,894.53937
FDD51,OUT018,526.3766
NCY30,OUT019,413.39716
FDP58,OUT017,3455.6658
FDV49,OUT017,4232.131
FDY24,OUT019,132.36258
NCO55,OUT017,1684.7164
FDR13,OUT017,2017.4336
FDS51,OUT017,997.56573
FDP26,OUT045,1638.5037
NCB54,OUT027,3341.2502
FDF32,OUT017,3132.402
FDN31,OUT018,2851.0273
DRM48,OUT017,628.81793
FDN20,OUT049,2744.908
DRL01,OUT046,3964.6013
FDV56,OUT049,1688.1858
DRH13,OUT027,2702.7083
FDA03,OUT017,2607.6682
FDF47,OUT027,5489.6606
FDX32,OUT046,2573.4663
FDX57,OUT049,1545.0292
NCA30,OUT045,3132.402
FDO49,OUT013,775.4447
FDL04,OUT019,301.44382
DRM48,OUT035,628.81793
FDR16,OUT013,3512.6956
NCC19,OUT018,2851.0273
NCE42,OUT045,3875.1472
FDY24,OUT017,974.6397
FDH19,OUT049,2812.3054
FDJ46,OUT013,2921.671
FDN45,OUT010,578.4502
FDY08,OUT035,2115.75
FDZ37,OUT035,1454.3094
NCT30,OUT045,772.5611
DRY23,OUT018,604.38184
NCZ30,OUT018,1790.332
FDC44,OUT018,1706.0061
FDB45,OUT035,1684.7164
FDY04,OUT013,2641.2852
FDM27,OUT046,2624.3298
FDZ43,OUT017,4001.5508
FDT39,OUT019,381.75864
NCC06,OUT019,334.52048
FDL15,OUT027,3768.514
FDL57,OUT017,4131.1064
FDU08,OUT046,1545.0292
FDK40,OUT017,4159.822
FDQ12,OUT010,527.7712
FDS48,OUT017,2438.0315
FDP09,OUT045,3512.6956
FDW21,OUT049,1630.759
FDY25,OUT035,2952.0586
DRE13,OUT017,1374.2094
FDV43,OUT019,54.87482
FDD22,OUT045,1866.0273
FDM46,OUT019,254.19116
NCO30,OUT010,494.69385
FDM25,OUT046,2858.5183
NCN41,OUT049,2012.4807
FDU24,OUT045,1625.1293
FDZ50,OUT046,3148.136
FDP45,OUT013,4343.239
NCM54,OUT045,2080.82
FDW10,OUT019,458.01642
FDP20,OUT017,2080.82
FDK32,OUT046,2547.397
FDN52,OUT049,1374.2094
FDM58,OUT045,1806.4178
FDZ46,OUT027,3045.0642
NCA18,OUT018,1706.0061
FDD35,OUT046,2012.4807
NCK31,OUT035,772.5611
FDI40,OUT027,2702.345
FDT50,OUT019,300.6459
NCT06,OUT046,2658.4167
FDT31,OUT035,3132.402
FDT45,OUT049,860.44977
FDT13,OUT045,3106.8975
FDO50,OUT045,1391.1482
NCU18,OUT010,332.31473
NCR54,OUT049,3149.5337
NCO18,OUT018,2675.247
FDU09,OUT045,894.53937
FDT13,OUT018,2718.197
FDE09,OUT046,1866.0273
NCK53,OUT019,301.44382
FDG45,OUT049,3529.8271
DRH15,OUT035,678.31793
FDO21,OUT019,543.058
FDD14,OUT027,5105.043
FDC09,OUT046,1688.1858
FDH45,OUT027,1047.6401
FDV32,OUT046,1072.2314
FDG12,OUT035,2017.4336
FDS32,OUT013,2074.223
NCL55,OUT018,3567.8271
DRE01,OUT035,3910.803
DRE15,OUT049,1309.574
NCL42,OUT045,3806.3198
FDP31,OUT013,1072.2314
FDN33,OUT018,1261.3782
FDZ59,OUT046,2658.4167
FDE45,OUT010,402.13177
FDJ07,OUT013,1912.9382
FDQ45,OUT018,2800.9045
FDM33,OUT027,6013.585
FDO15,OUT010,148.7102
FDM46,OUT013,1545.0292
FDR03,OUT045,3661.9602
FDY49,OUT018,2357.2383
FDQ60,OUT045,2017.4336
FDW10,OUT049,2875.65
FDO51,OUT049,672.09753
FDJ40,OUT018,1373.9847
FDS20,OUT018,2890.4878
FDU45,OUT013,1866.0273
FDV02,OUT035,2681.5635
FDN09,OUT046,3927.9346
NCM55,OUT027,5116.269
FDN23,OUT018,2166.534
FDY31,OUT010,312.65515
FDW03,OUT010,301.44382
FDD14,OUT046,3146.358
FDV23,OUT017,2080.82
DRI03,OUT045,2812.3054
FDN13,OUT035,1630.759
FDF45,OUT027,1705.5487
FDU46,OUT035,1374.2094
FDB57,OUT049,3794.6553
FDV12,OUT049,1677.8906
FDQ58,OUT013,2547.397
NCA18,OUT017,1912.9382
FDH52,OUT049,966.7655
FDM24,OUT018,2120.3142
NCP43,OUT027,4799.6807
NCO18,OUT019,458.01642
FDM32,OUT017,1422.9607
NCL07,OUT017,581.5134
FDK03,OUT013,4150.624
FDP59,OUT017,1688.1858
FDQ24,OUT049,4147.151
FDQ16,OUT018,1477.7843
FDU44,OUT013,2624.3298
FDH28,OUT010,54.87482
FDV28,OUT019,40.552597
FDM22,OUT045,894.53937
FDR56,OUT046,3195.5547
FDV39,OUT049,3106.8975
FDU37,OUT019,255.18176
FDQ11,OUT010,679.2778
FDX02,OUT045,3703.9075
NCS42,OUT018,1365.1777
FDY57,OUT027,2592.9329
FDB21,OUT049,3927.9346
FDE28,OUT017,3996.297
FDQ55,OUT017,1937.3335
FDA48,OUT049,3654.0369
FDZ19,OUT045,2858.5183
NCC43,OUT045,3946.0103
NCV18,OUT046,1341.3865
NCA42,OUT018,2404.661
FDY45,OUT046,4135.466
NCC30,OUT045,2898.3384
FDM57,OUT013,1374.2094
FDL09,OUT010,407.71368
FDB09,OUT027,3260.8584
FDT44,OUT035,1912.9382
NCT06,OUT027,4112.043
FDX26,OUT049,3146.358
FDK32,OUT013,2484.2444
DRA12,OUT046,2121.7178
FDO46,OUT010,479.40717
FDE52,OUT013,1342.3969
NCH42,OUT045,3905.5493
FDV08,OUT035,670.03644
FDB47,OUT018,3179.289
FDC28,OUT010,319.47763
FDD22,OUT046,1912.9382
FDS07,OUT027,3054.886
DRI13,OUT045,3455.6658
FDG32,OUT018,3284.6575
FDU14,OUT017,4202.187
FDD28,OUT019,150.34781
NCP41,OUT017,1638.5037
FDS08,OUT049,2875.65
FDX47,OUT045,2687.4824
FDC53,OUT019,301.44382
FDQ19,OUT035,4001.5508
FDL14,OUT045,2581.5989
FDM33,OUT019,527.7712
FDA51,OUT045,2017.4336
FDZ27,OUT018,632.98517
FDT04,OUT046,670.03644
DRC13,OUT049,2058.695
FDR16,OUT027,5506.3496
FDQ03,OUT027,5931.5435
FDE38,OUT035,2681.5635
DRH23,OUT027,1670.2968
FDT11,OUT019,518.50275
FDD09,OUT035,2965.8098
FDR40,OUT045,1341.3865
FDX07,OUT017,3293.498
FDR07,OUT035,1545.0292
FDA51,OUT017,2017.4336
FDT59,OUT019,527.7712
FDF20,OUT017,3132.402
FDR13,OUT045,2017.4336
FDY26,OUT049,3708.4753
FDW04,OUT017,2161.193
FDK52,OUT017,3905.5493
FDN60,OUT049,2578.117
FDM09,OUT019,458.01642
FDP46,OUT049,1374.2094
FDB50,OUT019,208.72702
NCQ29,OUT049,4187.8145
FDP16,OUT027,6325.354
FDX33,OUT018,2246.0361
FDP07,OUT010,494.69385
FDN22,OUT046,4227.526
FDF39,OUT049,4105.9414
FDS21,OUT017,966.7655
NCM42,OUT013,1688.1858
FDK50,OUT019,397.35767
DRF13,OUT027,3752.497
FDH35,OUT018,2359.297
FDP60,OUT018,1295.1838
DRJ49,OUT027,3351.0784
NCT42,OUT019,334.95813
FDE38,OUT049,2681.5635
FDI04,OUT049,3106.9788
NCH54,OUT045,2624.3298
FDT56,OUT049,910.10803
DRD15,OUT018,3226.2717
FDV58,OUT013,3195.5547
FDP21,OUT049,3195.5547
FDH05,OUT013,3868.4587
FDR10,OUT027,4112.043
NCP06,OUT045,2468.2275
FDF33,OUT049,1638.5037
DRK37,OUT013,3132.402
DRH49,OUT045,1341.3865
FDT58,OUT013,2790.929
FDD41,OUT018,1373.9847
FDP40,OUT018,1471.2908
FDM51,OUT027,2692.442
FDO45,OUT010,254.19116
FDW33,OUT010,301.44382
FDY24,OUT045,974.6397
FDB10,OUT010,542.4535
FDM40,OUT035,2167.9307
NCI06,OUT017,2998.2715
FDW12,OUT019,337.0734
FDX48,OUT027,3821.2043
NCW05,OUT027,2673.838
FDX27,OUT017,1625.1293
DRM37,OUT045,3106.2014
FDA38,OUT045,3910.803
FDR36,OUT046,670.03644
FDZ45,OUT046,3106.1772
FDG05,OUT017,2687.4824
FDK28,OUT013,4268.191
FDV47,OUT045,1374.2094
FDN21,OUT045,2624.3298
FDP20,OUT027,3364.923
FDI35,OUT045,3171.8625
DRY23,OUT013,672.92004
FDA56,OUT017,2058.695
FDB09,OUT013,2100.2222
NCO26,OUT027,3054.886
FDQ49,OUT018,2186.6443
FDI52,OUT027,3260.8584
FDZ44,OUT027,3054.886
FDZ09,OUT018,2429.3713
FDY03,OUT049,1912.9382
NCG42,OUT017,2119.666
DRI13,OUT027,5307.4414
FDQ32,OUT013,2080.82
FDW16,OUT035,1422.9607
FDU27,OUT046,772.5611
FDR28,OUT010,397.35767
FDQ49,OUT010,381.17816
FDS37,OUT046,1866.7255
FDW26,OUT018,3027.7273
FDX12,OUT018,3393.5923
NCP06,OUT013,2547.397
FDW45,OUT010,312.65515
NCN30,OUT049,1545.0292
FDN24,OUT049,863.3334
NCL41,OUT027,980.15906
FDR02,OUT019,314.34915
FDD09,OUT010,480.98315
FDS33,OUT010,254.19116
FDU22,OUT045,2001.6705
FDI53,OUT013,2641.2852
DRH01,OUT049,2812.3054
FDX32,OUT013,2167.9307
NCP30,OUT018,595.69275
FDB60,OUT045,3106.8975
FDB14,OUT049,1545.0292
NCP02,OUT035,894.53937
FDJ10,OUT017,2115.75
FDG34,OUT046,1806.4178
NCB18,OUT017,1374.2094
FDM16,OUT049,1142.842
FDW25,OUT018,1025.0475
FDB35,OUT010,254.19116
DRN11,OUT013,2167.9307
FDF41,OUT019,385.14557
FDH16,OUT045,1374.2094
NCQ50,OUT018,3059.5935
DRH23,OUT018,800.46515
DRJ37,OUT013,2484.2444
DRJ24,OUT027,5116.269
FDY16,OUT035,3293.498
FDQ27,OUT045,1688.1858
FDZ33,OUT045,2468.2275
FDF29,OUT045,2161.193
FDA08,OUT049,2704.4377
FDG31,OUT046,1075.1151
FDE34,OUT019,518.86755
NCR30,OUT027,2039.562
FDV33,OUT035,4425.852
DRZ24,OUT018,1666.2808
NCL54,OUT035,2858.5183
FDR12,OUT049,2875.65
NCC54,OUT046,3882.4229
DRN59,OUT013,772.5611
FDX50,OUT019,319.47763
FDV31,OUT027,4708.8
NCA29,OUT027,4651.777
FDW60,OUT049,2875.65
FDX08,OUT017,3171.8625
DRD49,OUT013,3875.1472
FDD33,OUT046,3922.681
FDW35,OUT013,670.03644
FDJ36,OUT017,1768.2859
FDV51,OUT035,2727.7764
FDW36,OUT046,1638.5037
FDH35,OUT046,2595.0723
NCS30,OUT027,3403.7688
FDN49,OUT017,670.03644
FDL08,OUT018,3266.2297
FDI09,OUT013,3910.803
FDP19,OUT018,1883.8062
FDU21,OUT010,26.267622
NCP41,OUT045,1638.5037
FDY10,OUT013,1890.4226
FDP12,OUT018,539.3387
NCN26,OUT049,1912.9382
FDK44,OUT013,2921.671
FDC28,OUT049,1684.7164
FDJ41,OUT027,6147.0767
NCT29,OUT035,2012.4807
NCH42,OUT019,527.7712
FDU60,OUT018,2357.2383
FDS02,OUT045,3229.7566
FDC51,OUT046,2075.827
FDU03,OUT013,3146.358
FDX39,OUT045,3754.4963
NCY05,OUT010,40.552597
NCL06,OUT027,6345.6147
FDD32,OUT035,1322.2162
NCN41,OUT045,2012.4807
NCX53,OUT049,2121.7178
FDU57,OUT019,334.95813
FDQ23,OUT046,1638.5037
FDQ52,OUT045,4202.187
FDC14,OUT045,704.93396
FDY09,OUT035,2858.5183
FDQ28,OUT045,2513.182
FDV25,OUT046,3654.0369
FDJ07,OUT035,1912.9382
DRB25,OUT049,1638.5037
FDK52,OUT019,527.7712
FDY52,OUT027,1812.4845
FDB28,OUT046,3080.6968
FDT36,OUT035,631.70154
FDV25,OUT017,3703.9075
NCN07,OUT027,3351.0784
FDC57,OUT017,3195.5547
FDQ03,OUT018,3309.2756
FDU23,OUT017,2727.7764
NCX41,OUT035,3502.0188
NCD06,OUT035,772.5611
FDW08,OUT045,1684.7164
NCU29,OUT017,2464.1008
NCE06,OUT013,2687.4824
FDV52,OUT010,334.39713
FDB02,OUT017,2955.8728
NCR18,OUT045,670.03644
FDK16,OUT049,1545.0292
NCQ29,OUT010,733.8693
FDZ01,OUT019,347.89853
FDW27,OUT035,2687.4824
FDD17,OUT018,3309.2756
FDW39,OUT013,2812.3054
DRH59,OUT045,1110.213
FDS52,OUT013,1673.7855
FDU40,OUT027,5349.4517
NCF54,OUT013,2921.671
FDH46,OUT045,1688.1858
NCP14,OUT049,1684.7164
FDH50,OUT049,3149.5337
DRF15,OUT010,350.97498
FDV27,OUT027,2412.21
NCJ06,OUT049,2018.8024
FDN02,OUT018,3031.928
FDQ51,OUT049,772.5611
FDQ07,OUT017,3794.6553
FDS45,OUT049,1688.1858
NCJ06,OUT045,2058.695
FDD36,OUT035,1866.7255
FDY25,OUT045,3146.358
FDU52,OUT046,2501.376
DRK47,OUT017,3905.5493
NCL30,OUT017,2080.82
FDN22,OUT035,3971.349
NCF30,OUT027,3364.923
FDK03,OUT035,3690.6755
FDT45,OUT017,894.53937
NCC54,OUT027,5813.161
FDP08,OUT018,2762.4768
FDU44,OUT046,2704.4377
DRG39,OUT035,863.3334
FDU32,OUT049,2075.827
FDY27,OUT049,2901.3403
NCP54,OUT013,2100.2222
NCZ41,OUT049,2034.6055
DRL49,OUT013,2167.9307
FDI05,OUT018,1069.3274
FDY56,OUT045,3996.297
DRC13,OUT013,2012.4807
NCV29,OUT017,2919.597
FDR24,OUT049,1436.3297
FDZ34,OUT018,2851.0273
FDP37,OUT035,2080.82
FDX08,OUT027,4838.3657
FDS57,OUT045,2167.9307
NCG18,OUT049,1684.7164
FDK25,OUT018,2445.7883
FDH53,OUT049,1322.2162
DRI59,OUT018,3284.6575
FDA52,OUT046,2921.671
FDT20,OUT010,57.06366
FDE36,OUT019,428.14133
FDI24,OUT017,2812.3054
FDB28,OUT018,2737.2158
FDV11,OUT017,2921.671
FDP01,OUT046,2484.2444
FDD34,OUT027,4112.043
FDJ50,OUT027,1396.5759
FDZ44,OUT013,1937.3335
DRO59,OUT035,1158.3679
DRB48,OUT045,670.03644
FDR21,OUT018,2586.2122
NCE42,OUT010,619.6991
FDO23,OUT046,1513.2167
NCE30,OUT018,3059.5935
FDQ22,OUT035,581.5134
FDY01,OUT045,2017.4336
FDS08,OUT017,2999.0134
FDG28,OUT018,3268.818
FDQ51,OUT018,710.9904
FDB05,OUT017,4202.187
FDO56,OUT049,1937.3335
FDE02,OUT018,1217.0981
FDN45,OUT017,3703.9075
FDS09,OUT013,772.5611
NCA54,OUT018,2699.8652
FDP09,OUT010,526.71954
FDC53,OUT045,1630.759
NCM55,OUT017,3132.402
FDL09,OUT018,2357.2383
FDA11,OUT019,254.19116
FDA50,OUT045,1513.2167
FDC23,OUT017,2947.5532
FDE22,OUT049,2641.4614
FDD23,OUT046,3132.402
NCA29,OUT049,2875.65
FDK38,OUT046,2422.0146
DRC13,OUT046,2058.695
NCP43,OUT049,2901.3403
FDX28,OUT049,1677.8906
FDF08,OUT049,1422.9607
FDZ33,OUT046,2485.3591
FDD10,OUT049,2961.491
FDO58,OUT017,2641.2852
FDI50,OUT017,4030.499
FDO58,OUT045,2641.2852
FDX08,OUT013,3061.424
NCK17,OUT010,54.87482
FDF39,OUT035,4136.721
FDU45,OUT010,287.48636
NCJ18,OUT018,1706.0061
DRC27,OUT019,487.82425
DRC25,OUT035,1374.2094
FDU59,OUT035,2624.3298
FDU28,OUT035,3195.5547
NCP30,OUT046,670.03644
FDB39,OUT018,722.4599
FDE41,OUT013,1374.2094
DRH11,OUT010,150.34781
FDA58,OUT045,3875.1472
FDU50,OUT046,1912.9382
FDM34,OUT013,2161.193
FDM44,OUT027,2732.812
FDR39,OUT045,3131.0044
FDM25,OUT045,2921.671
FDQ49,OUT049,2450.0293
DRH25,OUT018,766.3756
FDM09,OUT027,4651.777
FDL44,OUT019,381.17816
NCR42,OUT018,550.0897
DRL59,OUT046,863.3334
FDX43,OUT013,2790.929
DRK47,OUT010,554.6414
FDU48,OUT018,1726.9556
FDY12,OUT045,800.3691
NCN43,OUT018,1720.2576
NCM55,OUT018,2849.6296
FDQ21,OUT027,3260.8584
FDX13,OUT035,4202.187
NCK30,OUT027,6425.4844
FDG20,OUT049,2921.671
DRG27,OUT017,672.92004
FDY14,OUT018,4274.1035
FDP59,OUT035,1688.1858
FDU60,OUT017,2825.1309
NCC18,OUT019,458.01642
DRJ39,OUT017,3521.5051
FDS07,OUT049,1912.9382
FDM08,OUT027,5776.2573
FDP51,OUT045,2043.1976
FDU16,OUT035,1341.3865
FDH12,OUT013,1638.5037
DRE48,OUT010,494.69385
NCL42,OUT027,6325.354
FDR21,OUT045,2999.0134
NCW29,OUT035,2073.4531
FDO11,OUT013,4202.187
NCM31,OUT049,2115.0066
FDV35,OUT019,369.29047
FDF58,OUT017,966.7655
NCE43,OUT049,2744.908
FDA02,OUT035,2607.6682
DRL37,OUT010,55.963356
FDR24,OUT018,1164.2705
FDW59,OUT049,1309.574
FDS22,OUT049,675.4343
FDW24,OUT017,775.4447
FDU24,OUT035,1625.1293
FDA21,OUT027,5309.7686
FDH58,OUT027,3054.886
FDW36,OUT018,1329.7047
FDI45,OUT027,4651.777
FDU01,OUT018,2762.4768
FDF35,OUT027,2748.2598
FDU43,OUT019,530.87006
FDE24,OUT019,290.61865
FDK50,OUT049,2595.0723
FDG31,OUT045,1072.2314
