Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDL03,OUT035,3282.0109473046464
FDE58,OUT046,1953.9965392053348
FDI02,OUT027,3175.3676341977534
NCC55,OUT019,35.48960804185754
FDR03,OUT018,3285.278969618723
FDB14,OUT017,1480.2351736801315
FDR45,OUT013,3954.776184878672
NCN07,OUT017,2229.1188786662033
FDM51,OUT019,309.5063318924308
FDT52,OUT027,6267.792198430354
FDL26,OUT046,2476.4612979231247
NCZ42,OUT046,3935.8371096652354
DRI47,OUT019,386.69381330704687
FDW40,OUT013,2261.110600862229
FDN34,OUT046,2902.186233821727
FDS01,OUT035,2907.007663161274
NCG55,OUT045,1940.7439876782942
FDC11,OUT035,1437.1907265409689
FDX35,OUT018,3317.637668805547
NCB06,OUT046,2539.0759058202266
FDR09,OUT019,631.5303996783955
FDC53,OUT017,1627.5432273168656
FDY45,OUT013,4126.655095305906
FDA22,OUT010,358.9572153973379
FDE02,OUT035,1615.0069162025327
FDW21,OUT045,1668.9071938523412
FDV34,OUT046,1173.9474967501956
FDS59,OUT049,1898.2908939589788
NCW17,OUT017,1994.1621187938715
NCK54,OUT046,1953.9965392053348
FDG17,OUT019,588.4628523069678
FDG35,OUT017,2966.5854856416913
FDD08,OUT010,-35.04211161346075
NCO07,OUT017,3832.4571122313114
FDJ10,OUT010,438.83199729095077
FDW36,OUT017,1615.0069162025327
FDW21,OUT010,313.32200343999466
FDY19,OUT017,1940.7439876782942
DRE03,OUT013,762.3563947980219
NCC55,OUT049,578.5846618577852
FDH52,OUT010,168.66638457958538
FDO09,OUT017,4177.544283599997
FDU43,OUT045,4032.495594925062
FDX09,OUT010,308.6527416151032
FDH40,OUT019,218.70478399857984
FDW58,OUT017,1627.5432273168656
FDC47,OUT017,3924.039714254515
NCR41,OUT035,1630.5387854929982
DRG49,OUT035,4021.53220745022
FDC52,OUT027,3970.8108957613595
FDY13,OUT046,1240.860451395046
FDY35,OUT013,677.1952706705988
FDI35,OUT017,2935.6476197745633
NCU18,OUT049,2256.2117076229024
FDY33,OUT018,2257.167982931155
FDC15,OUT027,4095.251818627291
FDU01,OUT049,3244.5187940964706
NCU42,OUT046,2886.8862204119437
NCV29,OUT018,2610.515967275127
NCY30,OUT017,3204.350837324518
FDQ46,OUT049,1953.9965392053348
FDG58,OUT027,4057.953587863104
FDK33,OUT017,3510.1218878001596
NCD07,OUT045,1940.7439876782942
NCX29,OUT027,3958.030829742778
NCT42,OUT013,2479.9435779715245
DRN59,OUT035,757.8244828377506
FDI44,OUT035,1240.1442109823383
FDA45,OUT049,2874.9771341031574
FDP31,OUT045,1114.2140665456645
FDY01,OUT046,1956.7602415007855
FDT09,OUT018,1962.1439879078596
DRH03,OUT027,2605.006097160944
FDA36,OUT018,2929.307707168949
NCF31,OUT017,2475.7450575104167
FDG14,OUT049,2493.1084004374316
FDG28,OUT027,6267.792198430354
FDU14,OUT049,4071.096513229394
FDY47,OUT019,452.4283264868327
FDI56,OUT049,1464.6600697860297
DRD01,OUT013,821.5459557546724
FDM22,OUT046,846.1638676431494
FDH33,OUT013,687.1991337244906
DRZ24,OUT013,1977.2202805318855
NCQ38,OUT046,1626.5789871258862
FDO16,OUT027,2255.6595441644076
FDU07,OUT027,3970.567140857111
NCB07,OUT013,3177.9092209453124
FDU48,OUT045,2230.7993592698904
NCM43,OUT045,2499.939470246073
FDR31,OUT010,405.8094982643945
DRK49,OUT018,557.0922963599044
NCI30,OUT010,572.5948926221774
DRD60,OUT017,2937.1469476520087
NCG19,OUT046,3935.8371096652354
FDH12,OUT035,1615.0069162025327
FDM32,OUT035,1451.407518258989
FDM27,OUT035,2502.892232327872
NCU53,OUT027,4039.2286500894443
NCQ18,OUT046,1640.7957788439062
FDS10,OUT013,2888.4105287872803
FDB33,OUT027,4107.788129741624
FDI12,OUT013,1276.5509709968778
NCW42,OUT013,3654.3978986720185
NCC06,OUT018,1710.2067340220574
FDW02,OUT017,2035.526085329347
NCD43,OUT017,1627.5432273168656
FDM57,OUT018,1063.212091402017
FDA58,OUT017,3971.624606901143
FDK56,OUT046,3193.7688739969794
FDP52,OUT045,3979.4050217491204
FDW20,OUT018,1710.2067340220574
FDS52,OUT049,1640.7957788439062
NCT29,OUT018,1679.5576338928415
NCL54,OUT013,2888.4105287872803
FDC05,OUT045,3205.6413016082597
FDF34,OUT035,3230.4230970833332
FDP03,OUT027,3319.014044351776
FDD32,OUT010,208.30366382812326
FDZ10,OUT045,2006.6984299082044
FDZ40,OUT035,828.6983874519806
FDD51,OUT018,590.408630844546
NCY30,OUT019,307.14477547677325
FDP58,OUT017,3411.9641741578134
FDV49,OUT017,4306.913109377414
FDY24,OUT019,35.87790882034051
NCO55,OUT017,1613.3264355988454
FDR13,OUT017,1969.5716430994369
FDS51,OUT017,1058.6333082921687
FDP26,OUT045,1615.0069162025327
NCB54,OUT027,3307.9144589368825
FDF32,OUT017,3175.057789588728
FDN31,OUT018,2831.5007303659313
DRM48,OUT017,629.9104544397906
FDN20,OUT049,2886.8862204119437
DRL01,OUT046,3830.9354531366384
FDV56,OUT049,1656.0957922536898
DRH13,OUT027,2537.8723935967805
FDA03,OUT017,2505.9198020360827
FDF47,OUT027,6142.216195801627
FDX32,OUT046,2505.6447115517644
FDX57,OUT049,1656.0957922536898
NCA30,OUT045,3175.057789588728
FDO49,OUT013,764.888842858463
FDL04,OUT019,291.38762374558337
DRM48,OUT035,629.9104544397906
FDR16,OUT013,3592.1819529069894
NCC19,OUT018,2831.228574311916
NCE42,OUT045,3971.624606901143
FDY24,OUT017,846.4389581274679
FDH19,OUT049,2938.4740706332564
FDJ46,OUT013,2876.485100241487
FDN45,OUT010,579.8646858562965
FDY08,OUT035,2284.6996369196986
FDZ37,OUT035,1299.7634927659856
NCT30,OUT045,772.041274555771
DRY23,OUT018,592.9410789049871
NCZ30,OUT018,1692.0939450071744
FDC44,OUT018,1717.7202283256847
FDB45,OUT035,1627.5432273168656
FDY04,OUT013,2550.6922640925445
FDM27,OUT046,2552.695438626323
FDZ43,OUT017,4088.151259794462
FDT39,OUT019,401.99382671683065
NCC06,OUT019,214.7078643190505
FDL15,OUT027,4030.956730126502
FDL57,OUT017,4204.374505352296
FDU08,OUT046,1640.7957788439062
FDK40,OUT017,4285.464543646836
FDQ12,OUT010,618.424125966045
FDS48,OUT017,2464.5558355006074
FDP09,OUT045,3780.869262009999
FDW21,OUT049,1656.0957922536898
FDY25,OUT035,2907.007663161274
DRE13,OUT017,1256.7190456268227
FDV43,OUT019,67.12546192281116
FDD22,OUT045,1940.7439876782942
FDM46,OUT019,144.7573470281277
NCO30,OUT010,593.6003799490124
FDM25,OUT046,2953.7740840430397
NCN41,OUT049,1989.3018813060294
FDU24,OUT045,1480.2351736801315
FDZ50,OUT046,3244.5187940964706
FDP45,OUT013,4151.745424687369
NCM54,OUT045,2006.6984299082044
FDW10,OUT019,319.0538617855598
FDP20,OUT017,2006.6984299082044
FDK32,OUT046,2505.6447115517644
FDN52,OUT049,1479.9600831958132
FDM58,OUT045,1925.31908727565
FDZ46,OUT027,3118.3350123553855
NCA18,OUT018,1717.7202283256847
FDD35,OUT046,1987.6214007023418
NCK31,OUT035,757.8244828377506
FDI40,OUT027,2632.818278451859
FDT50,OUT019,311.18681249611836
NCT06,OUT046,2495.5890483967123
FDT31,OUT035,3127.992426252079
FDT45,OUT049,841.950938979021
FDT13,OUT045,3225.7994030550967
FDO50,OUT045,1438.8712071446562
NCU18,OUT010,440.56747033625106
NCR54,OUT049,3164.4758262611895
NCO18,OUT018,2589.0674015445484
FDU09,OUT045,858.9752692418008
FDT13,OUT018,2852.9492960965094
FDE09,OUT046,1953.9965392053348
NCK53,OUT019,295.8867990863346
FDG45,OUT049,3278.699829644114
DRH15,OUT035,693.2609299705039
FDO21,OUT019,612.768131996171
FDD14,OUT027,5121.1473055031865
FDC09,OUT046,1656.0957922536898
FDH45,OUT027,1182.2289070854154
FDV32,OUT046,1086.1026515372296
FDG12,OUT035,2017.413296314464
FDS32,OUT013,2261.487115150591
NCL55,OUT018,3463.0496104774247
DRE01,OUT035,4021.53220745022
DRE15,OUT049,1240.860451395046
NCL42,OUT045,3834.492759135517
FDP31,OUT013,1091.0015447765566
FDN33,OUT018,1243.6837723161627
FDZ59,OUT046,2498.3527506921628
FDE45,OUT010,320.57817016089643
FDJ07,OUT013,1977.2202805318855
FDQ45,OUT018,2937.160495807284
FDM33,OUT027,5482.216689891709
FDO15,OUT010,163.29524574759785
FDM46,OUT013,1454.2589496155733
FDR03,OUT045,3655.1721380212275
FDY49,OUT018,2596.62144618894
FDQ60,OUT045,2017.413296314464
FDW10,OUT049,2886.8862204119437
FDO51,OUT049,709.0459295579853
FDJ40,OUT018,1676.2313747973485
FDS20,OUT018,2907.859141438371
FDU45,OUT013,1958.8954324446618
FDV02,OUT035,2895.082234615481
FDN09,OUT046,3996.998455063949
NCM55,OUT027,5151.286589993922
FDN23,OUT018,2181.6836724205564
FDY31,OUT010,390.5094848546107
FDW03,OUT010,299.10521172197423
FDD14,OUT046,3215.2174397275576
FDV23,OUT017,1992.4816381901842
DRI03,OUT045,2895.082234615481
FDN13,OUT035,1613.3264355988454
FDF45,OUT027,1986.448119887439
FDU46,OUT035,1492.7714847944644
FDB57,OUT049,3878.784406337306
FDV12,OUT049,1643.5594811393569
FDQ58,OUT013,2479.9435779715245
NCA18,OUT017,1940.7439876782942
FDH52,OUT049,1101.4026649470131
FDM24,OUT018,2183.364153024244
NCP43,OUT027,4832.494850100099
NCO18,OUT019,307.14477547677325
FDM32,OUT017,1451.407518258989
NCL07,OUT017,629.9104544397906
FDK03,OUT013,4173.193990417947
FDP59,OUT017,1654.6904021343212
FDQ24,OUT049,4071.096513229394
FDQ16,OUT018,1660.9313613875652
FDU44,OUT013,2556.511110173886
FDH28,OUT010,29.30141653552937
FDV28,OUT019,-37.46354923395984
FDM22,OUT045,858.9752692418008
FDR56,OUT046,3193.7771806301025
FDV39,OUT049,3216.0636764825017
FDU37,OUT019,175.37684652174198
FDQ11,OUT010,704.0392357842495
FDX02,OUT045,3905.2653281156245
NCS42,OUT018,1228.3837589063792
FDY57,OUT027,2630.3224742938582
FDB21,OUT049,3996.998455063949
FDE28,OUT017,3979.4050217491204
FDQ55,OUT017,1982.1079542137695
FDA48,OUT049,3870.9316176989705
FDZ19,OUT045,2873.633668884903
NCC43,OUT045,4144.79817287024
NCV18,OUT046,1284.1883888718835
NCA42,OUT018,2241.8679695213714
FDY45,OUT046,4053.858972486266
NCC30,OUT045,2885.559097430696
FDM57,OUT013,1289.0872821112107
FDL09,OUT010,323.633039464537
FDB09,OUT027,3320.4507700512154
FDT44,OUT035,1988.5856408933214
NCT06,OUT027,4101.969283660283
FDX26,OUT049,3215.2174397275576
FDK32,OUT013,2493.8965022767843
DRA12,OUT046,2241.994915904882
FDO46,OUT010,546.5433232454866
FDE52,OUT013,1276.5509709968778
NCH42,OUT045,3924.039714254515
FDV08,OUT035,684.3477023679068
FDB47,OUT018,3216.1999519046803
FDC28,OUT010,155.03137151410147
FDD22,OUT046,1953.9965392053348
FDS07,OUT027,3175.123879293505
DRI13,OUT045,3463.552024379126
FDG32,OUT018,3256.336551564023
FDU14,OUT017,4166.246738600818
FDD28,OUT019,67.99882101639741
NCP41,OUT017,1871.4188096258417
FDS08,OUT049,2886.8862204119437
FDX47,OUT045,2565.506840224974
FDC53,OUT019,308.42311020066745
FDQ19,OUT035,4088.151259794462
FDL14,OUT045,2504.572712931559
FDM33,OUT019,540.4564424706698
FDA51,OUT045,1969.5716430994369
FDZ27,OUT018,678.1022030324102
FDT04,OUT046,638.715261342647
DRC13,OUT049,2021.0342031270084
FDR16,OUT027,5389.352187295255
FDQ03,OUT027,6192.550596266967
FDE38,OUT035,2877.8131286653042
DRH23,OUT027,1508.794786150122
FDT11,OUT019,584.6977787826763
FDD09,OUT035,2885.559097430696
FDR40,OUT045,1312.2998038803184
FDX07,OUT017,3259.716144819123
FDR07,OUT035,1627.5432273168656
FDA51,OUT017,1969.5716430994369
FDT59,OUT019,570.8751647441877
FDF20,OUT017,3175.057789588728
FDR13,OUT045,1969.5716430994369
FDY26,OUT049,3600.197123953445
FDW04,OUT017,2048.06239644368
FDK52,OUT017,3905.830025800981
FDN60,OUT049,2539.0759058202266
FDM09,OUT019,334.35387519534356
FDP46,OUT049,1464.6600697860297
FDB50,OUT019,143.04134665687343
NCQ29,OUT049,4092.2291784923877
FDP16,OUT027,6241.010791452643
FDX33,OUT018,2257.167982931155
FDP07,OUT010,516.9698128225582
FDN22,OUT046,4078.9493018677294
FDF39,OUT049,4132.397765383867
FDS21,OUT017,1114.2140665456645
NCM42,OUT013,1630.3946586734498
FDK50,OUT019,443.82296662197086
DRF13,OUT027,3956.35034913909
FDH35,OUT018,2253.6520968164314
FDP60,OUT018,1391.983156849923
DRJ49,OUT027,3542.871218809214
NCT42,OUT019,400.9106050250673
FDE38,OUT049,2891.065680192345
FDI04,OUT049,3168.9953851550285
NCH54,OUT045,2538.3596654075186
FDT56,OUT049,994.5469098774993
DRD15,OUT018,3202.455600955707
FDV58,OUT013,3177.9092209453124
FDP21,OUT049,3223.070228365892
FDH05,OUT013,3857.0358486279174
FDR10,OUT027,4107.788129741624
NCP06,OUT045,2477.0921466149402
FDF33,OUT049,1626.5789871258862
DRK37,OUT013,3182.4317078299755
DRH49,OUT045,1256.7190456268227
FDT58,OUT013,2893.2008711362214
FDD41,OUT018,1419.8194813740395
FDP40,OUT018,1676.2313747973485
FDM51,OUT027,2618.601486733839
FDO45,OUT010,208.30366382812326
FDW33,OUT010,298.0219900302109
FDY24,OUT045,846.4389581274679
FDB10,OUT010,510.0202912659447
FDM40,OUT035,2242.9591560958615
NCI06,OUT017,2885.559097430696
FDW12,OUT019,403.6743073205182
FDX48,OUT027,4045.4172767487707
NCW05,OUT027,2607.501901318945
FDX27,OUT017,1656.3708827380083
DRM37,OUT045,3201.8638443349673
FDA38,OUT045,4054.2345180304355
FDR36,OUT046,630.3918788924427
FDZ45,OUT046,3139.6940307861155
FDG05,OUT017,2579.723631942994
FDK28,OUT013,4143.576735581449
FDV47,OUT045,1256.7190456268227
FDN21,OUT045,2538.3596654075186
FDP20,OUT027,3320.4507700512154
FDI35,OUT045,2935.6476197745633
DRY23,OUT013,677.1952706705988
FDA56,OUT017,1988.5856408933214
FDB09,OUT013,1991.4370722499057
NCO26,OUT027,3175.123879293505
FDQ49,OUT018,2180.336583316033
FDI52,OUT027,3222.965532508532
FDZ44,OUT027,3175.123879293505
FDZ09,OUT018,2236.0491234400297
FDY03,OUT049,1955.0797608970981
NCG42,OUT017,2243.3356703842232
DRI13,OUT027,5533.804540113023
FDQ32,OUT013,2024.849874674572
FDW16,OUT035,1492.7714847944644
FDU27,OUT046,775.2899630289196
FDR28,OUT010,461.25817097563095
FDQ49,OUT010,452.8602253389522
FDS37,OUT046,1941.4602280910021
FDW26,OUT018,3262.622349687673
FDX12,OUT018,3414.4543108136886
NCP06,OUT013,2479.9435779715245
FDW45,OUT010,390.5094848546107
NCN30,OUT049,1656.3276481343717
FDN24,OUT049,829.4146278646881
NCL41,OUT027,1040.7491184000805
FDR02,OUT019,152.89618057022517
FDD09,OUT010,320.57817016089643
FDS33,OUT010,208.30366382812326
FDU22,OUT045,1988.5856408933214
FDI53,OUT013,2550.6922640925445
DRH01,OUT049,2938.4740706332564
FDX32,OUT013,2261.110600862229
NCP30,OUT018,571.3090880779248
FDB60,OUT045,3196.5063553193063
FDB14,OUT049,1467.4237720814804
NCP02,OUT035,977.0814296863305
FDJ10,OUT017,2284.323122631337
FDG34,OUT046,1912.507685676999
NCB18,OUT017,1451.407518258989
FDM16,OUT049,1268.6967759191625
FDW25,OUT018,1035.3757668779003
FDB35,OUT010,152.47493500451833
DRN11,OUT013,2231.5937957344254
FDF41,OUT019,539.1959761479677
FDH16,OUT045,1451.407518258989
NCQ50,OUT018,3216.1999519046803
DRH23,OUT018,733.0788353249322
DRJ37,OUT013,2465.726786253504
DRJ24,OUT027,5151.286589993922
FDY16,OUT035,3259.716144819123
FDQ27,OUT045,1654.6904021343212
FDZ33,OUT045,2477.0921466149402
FDF29,OUT045,2284.6996369196986
FDA08,OUT049,2561.093384263001
FDG31,OUT046,1071.8858598192091
FDE34,OUT019,580.1669852648893
NCR30,OUT027,2130.118638632936
FDV33,OUT035,4221.296145627839
DRZ24,OUT018,1677.8771532891542
NCL54,OUT035,2873.633668884903
FDR12,OUT049,2923.6347995523056
NCC54,OUT046,4018.4470207945274
DRN59,OUT013,760.6759141943344
FDX50,OUT019,152.89618057022517
FDV31,OUT027,4780.906999878785
NCA29,OUT027,4768.981571332994
FDW60,OUT049,2911.725713243519
FDX08,OUT017,3204.350837324518
DRD49,OUT013,3936.603503542203
FDD33,OUT046,3888.2522170186066
FDW35,OUT013,672.9823420064702
FDJ36,OUT017,1656.3708827380083
FDV51,OUT035,2907.952413156039
FDW36,OUT046,1628.2594677295733
FDH35,OUT046,2513.192021773114
NCS30,OUT027,3557.0880105272345
FDN49,OUT017,641.5227998874066
FDL08,OUT018,3365.117646671716
FDI09,OUT013,3971.4105384404297
FDP19,OUT018,1710.2067340220574
FDU21,OUT010,-59.587798533866135
NCP41,OUT045,1547.0578890840557
FDY10,OUT013,1943.5954190348784
FDP12,OUT018,556.0851261303992
NCN26,OUT049,1953.9965392053348
FDK44,OUT013,2876.485100241487
FDC28,OUT049,1897.2076722672155
FDJ41,OUT027,6409.1209689156285
NCT29,OUT035,1994.1621187938715
NCH42,OUT019,583.5421655513435
FDU60,OUT018,2596.62144618894
FDS02,OUT045,3251.871662813912
FDC51,OUT046,2004.6018947158127
FDU03,OUT013,3288.091473271328
FDX39,OUT045,3887.8224197259165
NCY05,OUT010,5.651597259746723
NCL06,OUT027,6372.742421328502
FDD32,OUT035,1281.5081775178137
NCN41,OUT045,1976.0493297789885
NCX53,OUT049,2243.6753965085695
FDU57,OUT019,416.2106184348511
FDQ23,OUT046,1626.5789871258862
FDQ52,OUT045,4144.79817287024
FDC14,OUT045,643.2032804910941
FDY09,OUT035,2885.559097430696
FDQ28,OUT045,2517.109024045892
FDV25,OUT046,3662.4130697184737
FDJ07,OUT035,1926.527195960274
DRB25,OUT049,1626.5789871258862
FDK52,OUT019,583.4667776272574
FDY52,OUT027,1973.6680538688577
FDB28,OUT046,3161.1425965166936
FDT36,OUT035,606.0258192039523
FDV25,OUT017,3906.7191149348787
NCN07,OUT027,3542.871218809214
FDC57,OUT017,3230.4230970833332
FDQ03,OUT018,3319.177398877241
FDU23,OUT017,2907.952413156039
NCX41,OUT035,3531.5704535307377
NCD06,OUT035,772.041274555771
FDW08,OUT045,1627.5432273168656
NCU29,OUT017,2464.5558355006074
NCE06,OUT013,2541.211096764103
FDV52,OUT010,210.08476540692072
FDB02,OUT017,2948.3716296967496
NCR18,OUT045,684.3477023679068
FDK16,OUT049,1656.3276481343717
NCQ29,OUT010,725.7750882286134
FDZ01,OUT019,311.18681249611836
FDW27,OUT035,2565.506840224974
FDD17,OUT018,3302.543045315483
FDW39,OUT013,2955.2983924183764
DRH59,OUT045,1131.178140095351
FDS52,OUT013,1630.3946586734498
FDU40,OUT027,5214.778185191401
NCF54,OUT013,2876.485100241487
FDH46,OUT045,1668.9071938523412
NCP14,OUT049,1640.7957788439062
FDH50,OUT049,3244.5187940964706
DRF15,OUT010,376.6260846357543
FDV27,OUT027,2434.6944993791144
NCJ06,OUT049,2001.838192420362
FDN02,OUT018,3225.8383307590757
FDQ51,OUT049,775.2899630289196
FDQ07,OUT017,3940.6358566989056
FDS45,OUT049,1656.0957922536898
NCJ06,OUT045,1988.5856408933214
FDD36,OUT035,1928.2076765639613
FDY25,OUT045,3225.7994030550967
FDU52,OUT046,2488.9976090374576
DRK47,OUT017,3911.3727134473593
NCL30,OUT017,2006.6984299082044
FDN22,OUT035,4200.163480364846
NCF30,OUT027,3320.4507700512154
FDK03,OUT035,4225.823071082874
FDT45,OUT017,828.6983874519806
