Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF32,OUT035,3180.3625
FDF11,OUT013,3899.4705
DRI59,OUT049,3676.1982
NCG54,OUT035,2714.2659
FDM44,OUT046,1668.2344
FDT57,OUT018,3530.1162
FDV24,OUT046,2459.6538
FDI50,OUT019,698.4547
FDS09,OUT035,826.42426
NCC31,OUT027,3839.8284
FDQ07,OUT019,603.31226
FDC22,OUT017,3146.4683
FDZ56,OUT046,2716.2822
FDZ40,OUT019,140.18608
FDS46,OUT027,2987.7456
DRD24,OUT045,2147.283
FDV45,OUT017,3133.9485
FDL26,OUT045,2460.4263
FDA56,OUT018,1796.3257
FDN27,OUT046,1883.0613
FDM20,OUT049,3887.8506
FDO16,OUT017,1351.3938
FDL03,OUT035,3148.6826
FDE58,OUT046,1894.6079
FDI02,OUT027,2971.0505
NCC55,OUT019,-31.44507
FDR03,OUT018,3248.961
FDB14,OUT017,1509.9547
FDR45,OUT013,3893.2297
NCN07,OUT017,2111.057
FDM51,OUT019,330.89764
FDT52,OUT027,6126.163
FDL26,OUT046,2462.4426
NCZ42,OUT046,3888.0461
DRI47,OUT019,407.20334
FDW40,OUT013,2139.6733
FDN34,OUT046,2731.5842
FDS01,OUT035,2900.8247
NCG55,OUT045,1893.091
FDC11,OUT035,1369.7817
FDX35,OUT018,3390.2341
NCB06,OUT046,2596.273
FDR09,OUT019,751.27454
FDC53,OUT017,1538.7914
FDY45,OUT013,4073.5815
FDA22,OUT010,433.7582
FDE02,OUT035,1533.8976
FDW21,OUT045,1674.0309
FDV34,OUT046,1179.1311
FDS59,OUT049,1701.8304
NCW17,OUT017,2060.995
NCK54,OUT046,1876.7377
FDG17,OUT019,675.19794
FDG35,OUT017,2877.9897
FDD08,OUT010,-70.685524
NCO07,OUT017,3571.9905
FDJ10,OUT010,382.3267
FDW36,OUT017,1669.2194
FDW21,OUT010,300.8527
FDY19,OUT017,1881.0452
DRE03,OUT013,799.0644
NCC55,OUT049,711.37103
FDH52,OUT010,172.36273
FDO09,OUT017,4275.841
FDU43,OUT045,3902.9592
FDX09,OUT010,475.05304
FDH40,OUT019,272.60822
FDW58,OUT017,1669.2194
FDC47,OUT017,3843.642
NCR41,OUT035,1533.8976
DRG49,OUT035,3902.4878
FDC52,OUT027,3774.5195
FDY13,OUT046,1173.5691
FDY35,OUT013,701.38776
FDI35,OUT017,3144.8127
NCU18,OUT049,2152.8872
FDY33,OUT018,2370.2375
FDC15,OUT027,3894.9446
FDU01,OUT049,3154.0935
NCU42,OUT046,2716.2822
NCV29,OUT018,2728.4595
NCY30,OUT017,3154.6553
FDQ46,OUT049,1845.7933
FDG58,OUT027,3846.9575
FDK33,OUT017,3464.5051
NCD07,OUT045,1893.091
NCX29,OUT027,3753.2905
NCT42,OUT013,2438.0732
DRN59,OUT035,811.8546
FDI44,OUT035,1301.0663
FDA45,OUT049,2900.6267
FDP31,OUT045,1077.8329
FDY01,OUT046,1902.145
FDT09,OUT018,1882.0199
DRH03,OUT027,2546.1553
FDA36,OUT018,2886.6648
NCF31,OUT017,2460.4263
FDG14,OUT049,2474.9558
FDG28,OUT027,6078.8633
FDU14,OUT049,4031.2673
FDY47,OUT019,394.3727
FDI56,OUT049,1417.2286
DRD01,OUT013,914.8554
FDM22,OUT046,938.6981
FDH33,OUT013,697.05396
DRZ24,OUT013,1864.1296
NCQ38,OUT046,1669.5717
FDO16,OUT027,2409.04
FDU07,OUT027,3817.3306
NCB07,OUT013,3122.6218
FDU48,OUT045,2111.057
NCM43,OUT045,2613.5286
FDR31,OUT010,365.04373
DRK49,OUT018,501.53796
NCI30,OUT010,685.38544
DRD60,OUT017,2958.3538
NCG19,OUT046,3927.9746
FDH12,OUT035,1669.2194
FDM32,OUT035,1503.8059
FDM27,OUT035,2471.9575
NCU53,OUT027,4094.1113
NCQ18,OUT046,1610.1598
FDS10,OUT013,2891.766
FDB33,OUT027,3971.8408
FDI12,OUT013,1351.8536
NCW42,OUT013,3695.64
NCC06,OUT018,1829.5863
FDW02,OUT017,2075.269
NCD43,OUT017,1669.2194
FDM57,OUT018,1124.4464
FDA58,OUT017,3864.1592
FDK56,OUT046,3139.9463
FDP52,OUT045,3894.8633
FDW20,OUT018,1812.9166
FDS52,OUT049,1668.2344
NCT29,OUT018,1719.877
NCL54,OUT013,2839.9167
FDC05,OUT045,3113.4275
FDF34,OUT035,3157.248
FDP03,OUT027,3166.0718
FDD32,OUT010,251.78958
FDZ10,OUT045,2060.995
FDZ40,OUT035,932.7836
FDD51,OUT018,501.53796
NCY30,OUT019,519.0356
FDP58,OUT017,3450.3818
FDV49,OUT017,4193.1665
FDY24,OUT019,171.06262
NCO55,OUT017,1669.2194
FDR13,OUT017,1916.564
FDS51,OUT017,1000.1921
FDP26,OUT045,1669.2194
NCB54,OUT027,3236.0925
FDF32,OUT017,3144.7283
FDN31,OUT018,2874.3284
DRM48,OUT017,688.9018
FDN20,OUT049,2716.2822
DRL01,OUT046,3821.794
FDV56,OUT049,1675.1337
DRH13,OUT027,2628.9336
FDA03,OUT017,2480.9258
FDF47,OUT027,5674.2734
FDX32,OUT046,2482.3552
FDX57,OUT049,1544.7057
NCA30,OUT045,3133.9485
FDO49,OUT013,799.7158
FDL04,OUT019,373.00906
DRM48,OUT035,688.9018
FDR16,OUT013,3436.4226
NCC19,OUT018,2874.3284
NCE42,OUT045,3945.777
FDY24,OUT017,938.9325
FDH19,OUT049,2860.8904
FDJ46,OUT013,2829.8738
FDN45,OUT010,560.5836
FDY08,OUT035,2104.5752
FDZ37,OUT035,1375.9305
NCT30,OUT045,817.64404
DRY23,OUT018,500.45035
NCZ30,OUT018,1801.609
FDC44,OUT018,1667.231
FDB45,OUT035,1669.2194
FDY04,OUT013,2611.47
FDM27,OUT046,2611.575
FDZ43,OUT017,3902.9592
FDT39,OUT019,410.4822
NCC06,OUT019,396.22635
FDL15,OUT027,3767.0454
FDL57,OUT017,4030.869
FDU08,OUT046,1539.1437
FDK40,OUT017,4154.015
FDQ12,OUT010,723.30707
FDS48,OUT017,2457.6375
FDP09,OUT045,3449.7449
FDW21,OUT049,1615.7218
FDY25,OUT035,2958.3538
DRE13,OUT017,1369.7817
FDV43,OUT019,-29.735046
FDD22,OUT045,1830.3735
FDM46,OUT019,345.90823
NCO30,OUT010,506.77313
FDM25,OUT046,2872.8232
NCN41,OUT049,2029.75
FDU24,OUT045,1509.9547
FDZ50,OUT046,3158.8352
FDP45,OUT013,4075.165
NCM54,OUT045,2062.6658
FDW10,OUT019,492.8428
FDP20,OUT017,2060.995
FDK32,OUT046,2474.9558
FDN52,OUT049,1375.696
FDM58,OUT045,1799.6978
FDZ46,OUT027,2983.7915
NCA18,OUT018,1662.793
FDD35,OUT046,2035.0333
NCK31,OUT035,817.64404
FDI40,OUT027,2700.7642
FDT50,OUT019,297.87164
NCT06,OUT046,2617.5847
FDT31,OUT035,3133.9485
FDT45,OUT049,895.1666
FDT13,OUT045,3136.1628
FDO50,OUT045,1416.8763
NCU18,OUT010,362.44983
NCR54,OUT049,3139.9463
NCO18,OUT018,2646.835
FDU09,OUT045,938.9325
FDT13,OUT018,2886.6648
FDE09,OUT046,1845.7933
NCK53,OUT019,328.0548
FDG45,OUT049,3463.5088
DRH15,OUT035,728.98553
FDO21,OUT019,721.81006
FDD14,OUT027,5083.0103
FDC09,OUT046,1675.1337
FDH45,OUT027,1177.3192
FDV32,OUT046,1072.0364
FDG12,OUT035,1887.477
FDS32,OUT013,2088.69
NCL55,OUT018,3768.1692
DRE01,OUT035,3892.6538
DRE15,OUT049,1301.4186
NCL42,OUT045,3795.4243
FDP31,OUT013,1053.756
FDN33,OUT018,1276.8583
FDZ59,OUT046,2635.101
FDE45,OUT010,490.9641
FDJ07,OUT013,1864.1296
FDQ45,OUT018,2881.3574
FDM33,OUT027,5588.4634
FDO15,OUT010,241.67648
FDM46,OUT013,1485.2266
FDR03,OUT045,3542.859
FDY49,OUT018,2500.4597
FDQ60,OUT045,1887.477
FDW10,OUT049,2835.3284
FDO51,OUT049,725.23047
FDJ40,OUT018,1468.9683
FDS20,OUT018,2895.0352
FDU45,OUT013,1843.1115
FDV02,OUT035,2716.4802
FDN09,OUT046,3878.0166
NCM55,OUT027,5086.706
FDN23,OUT018,2248.955
FDY31,OUT010,367.9756
FDW03,OUT010,310.079
FDD14,OUT046,3162.8674
FDV23,OUT017,2062.6658
DRI03,OUT045,2835.5264
FDN13,OUT035,1609.8075
FDF45,OUT027,1758.2633
FDU46,OUT035,1375.9305
FDB57,OUT049,3682.449
FDV12,OUT049,1615.7218
FDQ58,OUT013,2442.3293
NCA18,OUT017,1893.091
FDH52,OUT049,1004.15393
FDM24,OUT018,2241.5557
NCP43,OUT027,4756.2812
NCO18,OUT019,491.40805
FDM32,OUT017,1416.8763
NCL07,OUT017,690.44305
FDK03,OUT013,4046.4814
FDP59,OUT017,1675.3682
FDQ24,OUT049,4031.2673
FDQ16,OUT018,1470.0562
FDU44,OUT013,2578.5393
FDH28,OUT010,-50.758114
FDV28,OUT019,0.46853337
FDM22,OUT045,938.9325
FDR56,OUT046,3151.8792
FDV39,OUT049,3152.9404
FDU37,OUT019,275.15182
FDQ11,OUT010,713.54584
FDX02,OUT045,3705.74
NCS42,OUT018,1277.9462
FDY57,OUT027,2623.4363
FDB21,OUT049,3878.0166
FDE28,OUT017,3873.3179
FDQ55,OUT017,1900.7157
FDA48,OUT049,3678.0815
FDZ19,OUT045,2856.6597
NCC43,OUT045,3952.0518
NCV18,OUT046,1351.7461
NCA42,OUT018,2364.581
FDY45,OUT046,3992.4126
NCC30,OUT045,2907.0742
FDM57,OUT013,1351.8536
FDL09,OUT010,321.24637
FDB09,OUT027,3213.6567
FDT44,OUT035,1888.9822
NCT06,OUT027,4176.156
FDX26,OUT049,3162.8674
FDK32,OUT013,2481.3416
DRA12,OUT046,2152.8872
FDO46,OUT010,506.91583
FDE52,OUT013,1351.8536
NCH42,OUT045,3860.798
FDV08,OUT035,715.6336
FDB47,OUT018,3270.9138
FDC28,OUT010,344.49625
FDD22,OUT046,1895.107
FDS07,OUT027,3025.6235
DRI13,OUT045,3464.0923
FDG32,OUT018,3397.1912
FDU14,OUT017,4128.601
FDD28,OUT019,135.1112
NCP41,OUT017,1695.9161
FDS08,OUT049,2858.676
FDX47,OUT045,2550.3516
FDC53,OUT019,320.16577
FDQ19,OUT035,3902.9592
FDL14,OUT045,2476.3152
FDM33,OUT019,718.9661
FDA51,OUT045,1900.7157
FDZ27,OUT018,601.9067
FDT04,OUT046,715.986
DRC13,OUT049,2058.3586
FDR16,OUT027,5491.71
FDQ03,OUT027,6017.2593
FDE38,OUT035,2716.4802
DRH23,OUT027,1635.0774
FDT11,OUT019,536.2188
FDD09,OUT035,2927.35
FDR40,OUT045,1357.5426
FDX07,OUT017,3167.175
FDR07,OUT035,1538.7914
FDA51,OUT017,1900.7157
FDT59,OUT019,708.73535
FDF20,OUT017,3133.9485
FDR13,OUT045,1900.7157
FDY26,OUT049,3597.9265
FDW04,OUT017,2123.6606
FDK52,OUT017,3840.447
FDN60,OUT049,2545.8997
FDM09,OUT019,500.28015
FDP46,OUT049,1370.134
FDB50,OUT019,321.16214
NCQ29,OUT049,4073.575
FDP16,OUT027,6138.8594
FDX33,OUT018,2362.4329
FDP07,OUT010,506.77313
FDN22,OUT046,4025.004
FDF39,OUT049,4068.9744
FDS21,OUT017,1004.3883
NCM42,OUT013,1650.6401
FDK50,OUT019,425.55933
DRF13,OUT027,3744.5476
FDH35,OUT018,2402.0435
FDP60,OUT018,1394.0697
DRJ49,OUT027,3240.2063
NCT42,OUT019,391.3716
FDE38,OUT049,2718.4966
FDI04,OUT049,3106.2522
NCH54,OUT045,2534.4626
FDT56,OUT049,955.40784
DRD15,OUT018,3495.923
FDV58,OUT013,3122.6218
FDP21,OUT049,3151.8792
FDH05,OUT013,3822.0166
FDR10,OUT027,4179.9697
NCP06,OUT045,2453.3813
FDF33,OUT049,1669.5717
DRK37,OUT013,3124.8362
DRH49,OUT045,1351.3938
FDT58,OUT013,2698.9578
FDD41,OUT018,1442.2715
FDP40,OUT018,1566.6013
FDM51,OUT027,2649.3352
FDO45,OUT010,244.68098
FDW33,OUT010,302.10587
FDY24,OUT045,938.9325
FDB10,OUT010,571.6075
FDM40,OUT035,2150.8708
NCI06,OUT017,2956.1394
FDW12,OUT019,402.3413
FDX48,OUT027,3801.3616
NCW05,OUT027,2624.8198
FDX27,OUT017,1540.0464
DRM37,OUT045,3103.122
FDA38,OUT045,3892.6538
FDR36,OUT046,720.01886
FDZ45,OUT046,3173.7742
FDG05,OUT017,2610.1455
FDK28,OUT013,4091.1035
FDV47,OUT045,1369.7817
FDN21,OUT045,2586.452
FDP20,OUT027,3228.9368
FDI35,OUT045,3144.8127
DRY23,OUT013,699.3471
FDA56,OUT017,2019.1821
FDB09,OUT013,2021.5286
NCO26,OUT027,2988.6907
FDQ49,OUT018,2288.6746
FDI52,OUT027,3214.8254
FDZ44,OUT027,2988.6907
FDZ09,OUT018,2385.8928
FDY03,OUT049,1902.145
NCG42,OUT017,2111.057
DRI13,OUT027,5394.372
FDQ32,OUT013,2049.859
FDW16,OUT035,1423.0251
FDU27,OUT046,823.55853
FDR28,OUT010,403.22202
FDQ49,OUT010,410.36176
FDS37,OUT046,1895.107
FDW26,OUT018,3231.6846
FDX12,OUT018,3573.45
NCP06,OUT013,2442.3293
FDW45,OUT010,367.9756
NCN30,OUT049,1534.2499
FDN24,OUT049,895.1666
NCL41,OUT027,1073.3052
FDR02,OUT019,341.9442
FDD09,OUT010,516.6046
FDS33,OUT010,244.68098
FDU22,OUT045,1945.6418
FDI53,OUT013,2611.47
DRH01,OUT049,2837.5427
FDX32,OUT013,2141.7573
NCP30,OUT018,486.60342
FDB60,OUT045,3136.1628
FDB14,OUT049,1509.7202
NCP02,OUT035,931.88763
FDJ10,OUT017,2108.4849
FDG34,OUT046,1799.4633
NCB18,OUT017,1369.7817
FDM16,OUT049,1179.1311
FDW25,OUT018,1135.6564
FDB35,OUT010,269.98648
DRN11,OUT013,2135.563
FDF41,OUT019,415.28967
FDH16,OUT045,1389.1238
NCQ50,OUT018,3139.7817
DRH23,OUT018,717.04626
DRJ37,OUT013,2427.9773
DRJ24,OUT027,5086.706
FDY16,OUT035,3167.175
FDQ27,OUT045,1675.3682
FDZ33,OUT045,2453.3813
FDF29,OUT045,2123.6606
FDA08,OUT049,2636.701
FDG31,OUT046,1072.0364
FDE34,OUT019,537.15454
NCR30,OUT027,2074.5754
FDV33,OUT035,4083.7732
DRZ24,OUT018,1757.0679
NCL54,OUT035,2845.182
FDR12,OUT049,2879.4192
NCC54,OUT046,3885.582
DRN59,OUT013,793.27496
FDX50,OUT019,371.78247
FDV31,OUT027,4760.53
NCA29,OUT027,4678.112
FDW60,OUT049,2871.3884
FDX08,OUT017,3154.6553
DRD49,OUT013,3866.7341
FDD33,OUT046,3859.8477
FDW35,OUT013,698.6957
FDJ36,OUT017,1675.3682
FDV51,OUT035,2703.99
FDW36,OUT046,1669.5717
FDH35,OUT046,2615.545
NCS30,OUT027,3312.9893
FDN49,OUT017,718.8092
FDL08,OUT018,3508.1199
FDI09,OUT013,3899.4705
FDP19,OUT018,1879.6493
FDU21,OUT010,-70.60144
NCP41,OUT045,1669.2194
FDY10,OUT013,1840.9841
FDP12,OUT018,472.0769
NCN26,OUT049,1895.107
FDK44,OUT013,2841.3516
FDC28,OUT049,1696.2684
FDJ41,OUT027,5982.1274
NCT29,OUT035,2044.3248
NCH42,OUT019,666.37476
FDU60,OUT018,2500.4597
FDS02,OUT045,3148.6826
FDC51,OUT046,2041.7667
FDU03,OUT013,3149.5693
FDX39,OUT045,3599.5098
NCY05,OUT010,-58.750843
NCL06,OUT027,6103.142
FDD32,OUT035,1301.5566
NCN41,OUT045,2019.1821
NCX53,OUT049,2152.8872
FDU57,OUT019,398.3372
FDQ23,OUT046,1669.5717
FDQ52,OUT045,4171.0366
FDC14,OUT045,721.7142
FDY09,OUT035,2855.2249
FDQ28,OUT045,2467.9634
FDV25,OUT046,3667.6694
FDJ07,OUT035,1893.091
DRB25,OUT049,1669.5717
FDK52,OUT019,715.36615
FDY52,OUT027,1855.8094
FDB28,OUT046,3085.1802
FDT36,OUT035,688.9018
FDV25,OUT017,3705.74
NCN07,OUT027,3240.2063
FDC57,OUT017,3146.4683
FDQ03,OUT018,3544.74
FDU23,OUT017,2716.4802
NCX41,OUT035,3451.9592
NCD06,OUT035,817.64404
FDW08,OUT045,1669.2194
NCU29,OUT017,2466.238
NCE06,OUT013,2571.1438
FDV52,OUT010,293.32718
FDB02,OUT017,2869.959
NCR18,OUT045,715.6336
FDK16,OUT049,1534.2499
NCQ29,OUT010,791.0887
FDZ01,OUT019,330.89764
FDW27,OUT035,2559.7722
FDD17,OUT018,3424.2012
FDW39,OUT013,2846.1575
DRH59,OUT045,1135.3345
FDS52,OUT013,1649.3027
FDU40,OUT027,5287.237
NCF54,OUT013,2829.8738
FDH46,OUT045,1675.3682
NCP14,OUT049,1669.5717
FDH50,OUT049,3154.0935
DRF15,OUT010,386.29153
FDV27,OUT027,2396.8782
NCJ06,OUT049,1980.37
FDN02,OUT018,3231.674
FDQ51,OUT049,817.7691
FDQ07,OUT017,3716.0454
FDS45,OUT049,1675.1337
NCJ06,OUT045,2033.0172
FDD36,OUT035,1874.7216
FDY25,OUT045,3156.8696
FDU52,OUT046,2462.4426
DRK47,OUT017,3845.8564
NCL30,OUT017,2060.995
FDN22,OUT035,3978.339
NCF30,OUT027,3228.9368
FDK03,OUT035,4022.4204
FDT45,OUT017,932.7836
NCC54,OUT027,6002.946
FDP08,OUT018,2876.6157
FDU44,OUT046,2636.701
DRG39,OUT035,894.8142
FDU32,OUT049,2035.0333
FDY27,OUT049,2911.305
NCP54,OUT013,2010.8184
NCZ41,OUT049,2064.6821
DRL49,OUT013,2206.483
FDI05,OUT018,1064.1432
FDY56,OUT045,3828.99
DRC13,OUT013,2031.5193
NCV29,OUT017,2929.5645
FDR24,OUT049,1422.7906
FDZ34,OUT018,2886.6648
FDP37,OUT035,2062.6658
FDX08,OUT027,4829.9585
FDS57,OUT045,2150.8708
NCG18,OUT049,1669.5717
FDK25,OUT018,2500.4597
FDH53,OUT049,1301.3221
DRI59,OUT018,3409.5276
FDA52,OUT046,2869.174
FDT20,OUT010,-50.84219
FDE36,OUT019,432.5249
FDI24,OUT017,2858.874
FDB28,OUT018,2944.1355
FDV11,OUT017,2869.959
FDP01,OUT046,2477.7446
FDD34,OUT027,4179.9697
FDJ50,OUT027,1384.3635
FDZ44,OUT013,1864.1296
DRO59,OUT035,1198.6215
DRB48,OUT045,718.8092
FDR21,OUT018,2624.8608
NCE42,OUT010,778.4762
FDO23,OUT046,1504.1582
NCE30,OUT018,3139.7817
FDQ22,OUT035,684.85614
FDY01,OUT045,1900.7157
FDS08,OUT017,2909.1511
FDG28,OUT018,3510.4072
FDQ51,OUT018,600.81903
FDB05,OUT017,4171.0366
FDO56,OUT049,1911.0753
FDE02,OUT018,1288.0685
FDN45,OUT017,3703.5256
FDS09,OUT013,799.7158
NCA54,OUT018,2704.3645
FDP09,OUT010,540.2696
FDC53,OUT045,1609.8075
NCM55,OUT017,3136.1628
FDL09,OUT018,2488.1233
FDA11,OUT019,302.2912
FDA50,OUT045,1533.8976
FDC23,OUT017,2909.2886
FDE22,OUT049,2596.273
FDD23,OUT046,3154.0935
NCA29,OUT049,2865.272
FDK38,OUT046,2455.3977
DRC13,OUT046,2047.05
NCP43,OUT049,2911.305
FDX28,OUT049,1610.1598
FDF08,OUT049,1422.7906
FDZ33,OUT046,2455.3977
FDD10,OUT049,2921.0234
FDO58,OUT017,2619.3826
FDI50,OUT017,3875.5322
FDO58,OUT045,2611.3142
FDX08,OUT013,2944.8127
NCK17,OUT010,-41.311535
FDF39,OUT035,4083.5945
FDU45,OUT010,353.41623
NCJ18,OUT018,1648.8616
DRC27,OUT019,669.7709
DRC25,OUT035,1369.7817
FDU59,OUT035,2586.452
FDU28,OUT035,3146.4683
NCP30,OUT046,714.276
FDB39,OUT018,717.04626
FDE41,OUT013,1351.8536
DRH11,OUT010,126.91924
FDA58,OUT045,3864.1592
FDU50,OUT046,1902.145
FDM34,OUT013,2094.1418
FDM44,OUT027,2700.3796
FDR39,OUT045,3140.9045
FDM25,OUT045,2848.0461
FDQ49,OUT049,2469.3928
DRH25,OUT018,675.3643
FDM09,OUT027,4640.205
FDL44,OUT019,409.9098
NCR42,OUT018,458.99683
DRL59,OUT046,895.1666
FDX43,OUT013,2698.9578
DRK47,OUT010,746.5561
FDU48,OUT018,1889.7715
FDY12,OUT045,823.7929
NCN43,OUT018,1797.8964
NCM55,OUT018,2891.4065
FDQ21,OUT027,3207.7761
FDX13,OUT035,4088.3186
NCK30,OUT027,6214.7217
FDG20,OUT049,2870.609
DRG27,OUT017,714.1044
FDY14,OUT018,3921.799
FDP59,OUT035,1675.3682
FDU60,OUT017,2732.3691
NCC18,OUT019,382.79156
DRJ39,OUT017,3452.5962
FDS07,OUT049,1895.107
FDM08,OUT027,5783.5425
FDP51,OUT045,1990.9574
FDU16,OUT035,1357.5426
FDH12,OUT013,1650.6401
DRE48,OUT010,513.86865
NCL42,OUT027,6122.4033
FDR21,OUT045,2924.3662
NCW29,OUT035,2111.057
FDO11,OUT013,4117.6636
NCM31,OUT049,2152.8872
FDV35,OUT019,344.12637
FDF58,OUT017,998.23944
NCE43,OUT049,2716.2822
FDA02,OUT035,2476.182
DRL37,OUT010,-37.560833
FDR24,OUT018,1230.0199
FDW59,OUT049,1351.7461
FDS22,OUT049,723.58887
FDW24,OUT017,817.64404
FDU24,OUT035,1540.0464
FDA21,OUT027,5168.0137
FDH58,OUT027,3041.4717
FDW36,OUT018,1453.4816
FDI45,OUT027,4678.112
FDU01,OUT018,2888.9521
FDF35,OUT027,2689.431
